T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17
19659,33433,32932,59478,13273,58977,46205,39819,53593,27047,,,52591,39318,,,
61108,1538,44088,10048,48343,52598,27068,14303,20096,54136,,,39833,56853,,,
35476,9236,46654,3647,11178,41065,57832,33534,7294,50301,,,16767,5589,,,
34291,56824,40729,53605,6438,37510,47167,19314,41847,28971,,,9657,3219,,,
21820,485,43737,22208,21917,97,291,388,44416,582,,,194,43640,,,
49266,19997,50241,52191,975,17072,51216,2925,39019,37069,,,34144,33169,,,
42900,55233,18411,34796,40874,63337,59285,57259,4229,53207,,,61311,20437,,,
33655,47284,37549,45337,3894,35602,41443,11682,25311,17523,,,5841,1947,,,
40610,20883,6961,5026,31714,56467,38675,29779,10052,11987,,,47571,15857,,,
22793,15080,48602,34857,25809,3016,9048,12064,4351,18096,,,6032,45586,,,
24425,39560,56762,56073,32337,7912,23736,31648,46783,47472,,,15824,48850,,,
50205,34082,54936,64398,4731,19889,59667,14193,63433,53971,,,39778,35047,,,
12075,50399,60375,26249,48300,36225,43312,14174,52498,21261,,,7087,24150,,,
33584,46219,37194,44414,3610,35389,40804,10830,23465,16245,,,5415,1805,,,
28114,29532,9844,38667,47093,18979,56937,10553,11971,48511,,,37958,56228,,,
45839,33955,33106,7640,52630,6791,20373,27164,15280,40746,,,13582,26315,,,
28015,28047,9349,37380,46697,18682,56046,9365,9397,46729,,,37364,56030,,,
28415,34047,11349,42580,48297,19882,59646,14165,19797,53929,,,39764,56830,,,
33452,44239,36534,42698,3082,34993,39616,9246,20033,13869,,,4623,1541,,,
4882,7867,24410,63466,19528,14646,43938,58584,61569,22513,,,29292,9764,,,
9513,11969,47565,58306,38052,28539,20254,48793,51249,40508,,,57078,19026,,,
40213,14928,4976,65228,30126,55276,35102,25015,65093,4841,,,45189,15063,,,
18284,12808,26057,41603,7773,54852,33830,23319,17843,2297,,,44341,36568,,,
15197,31866,10622,1472,60788,45591,6047,51638,2944,12094,,,25819,30394,,,
60152,52561,39308,62983,44519,49730,18464,2831,60603,36928,,,34097,54941,,,
63309,34553,55093,38661,57147,59201,46877,40715,11959,28391,,,53039,61255,,,
30674,2569,22644,6584,57333,26659,14614,41273,13168,29228,,,53318,61348,,,
38858,59966,63564,47613,24706,51211,22907,8755,29863,45814,,,37059,12353,,,
41256,30573,10191,13424,34298,58405,44489,37531,26848,23615,,,51447,17149,,,
5763,21082,28815,9556,23052,17289,51867,3793,19112,38371,,,34578,11526,,,
33843,50104,38489,47781,4646,36166,43135,13938,30199,20907,,,6969,2323,,,
8335,59662,41675,42992,33340,25005,9652,34657,20621,19304,,,50010,16670,,,
28974,42432,14144,49847,50533,21559,64677,20873,34331,63991,,,43118,57948,,,
1110,16650,5550,14430,4440,3330,9990,13320,28860,19980,,,6660,2220,,,
64634,54428,61718,55886,62447,63176,58802,56615,46409,52241,,,60989,63905,,,
2422,36330,12110,31486,9688,7266,21798,29064,62972,43596,,,14532,4844,,,
34094,53869,39744,51044,5650,36919,45394,16950,36725,25425,,,8475,2825,,,
52511,3309,1103,29013,13955,26807,15058,41865,58026,30116,,,53614,39659,,,
25753,59480,63402,7974,37649,11896,35688,47584,15948,6013,,,23792,51506,,,
22481,10400,47042,30801,24561,2080,6240,8320,61602,12480,,,4160,44962,,,
34876,236,43654,61210,8778,39265,52432,26334,57057,39501,,,13167,4389,,,
59417,41536,35633,53428,41579,47525,11849,59374,41493,23698,,,29687,53471,,,
64675,55043,61923,56419,62611,63299,59171,57107,47475,52979,,,61235,63987,,,
9638,13844,48190,59931,38552,28914,21379,50293,54499,42758,,,57828,19276,,,
62213,18113,49613,24413,52763,55913,37013,27563,48826,8663,,,46463,59063,,,
33867,50464,38609,48093,4742,36238,43351,14226,30823,21339,,,7113,2371,,,
12559,57659,62795,32541,50236,37677,47668,19982,65082,29973,,,9991,25118,,,
53405,16719,5573,40635,17531,29489,23104,52593,15907,46208,,,58978,41447,,,
52371,1209,403,27193,13395,26387,13798,40185,54386,27596,,,52774,39379,,,
1113,16695,5565,14469,4452,3339,10017,13356,28938,20034,,,6678,2226,,,
65162,62348,64358,62750,64559,64760,63554,62951,60137,61745,,,64157,64961,,,
29987,57627,19209,63016,54585,24598,8431,33029,60669,16862,,,49196,59974,,,
48672,11087,47271,44469,63962,15290,45870,61160,23575,26377,,,30580,31981,,,
3719,55785,18595,48347,14876,11157,33471,44628,31331,1579,,,22314,7438,,,
914,13710,4570,11882,3656,2742,8226,10968,23764,16452,,,5484,1828,,,
30138,59892,19964,64979,55189,25051,9790,34841,64595,19580,,,50102,60276,,,
9885,17549,49425,63142,39540,29655,23602,53257,60921,47204,,,59310,19770,,,
40322,16563,5521,1282,30562,55603,36083,26323,2564,6803,,,45843,15281,,,
37468,39116,56614,29543,19146,47041,10397,57438,59086,20794,,,28719,9573,,,
58068,21301,28888,35891,36183,43478,65071,43186,6419,64779,,,21593,50773,,,
23340,23285,51337,41968,27997,4657,13971,18628,18573,27942,,,9314,46680,,,
55334,45654,15218,349,25247,35276,40465,10378,698,15567,,,5189,45305,,,
65060,60818,63848,61424,64151,64454,62636,61727,57485,59909,,,63545,64757,,,
12035,49799,60175,25729,48140,36105,42952,13694,51458,20541,,,6847,24070,,,
26544,5982,1994,18257,40813,14269,42807,57076,36514,20251,,,28538,53088,,,
30971,7024,24129,10445,58521,27550,17287,44837,20890,34574,,,55100,61942,,,
25767,59690,63472,8156,37705,11938,35814,47752,16312,6265,,,23876,51534,,,
24945,47360,59362,62833,34417,9472,28416,37888,60303,56832,,,18944,49890,,,
10999,34259,54995,12261,43996,32997,33628,1262,24522,1893,,,631,21998,,,
40297,16188,5396,957,30462,55528,35858,26023,1914,6353,,,45693,15231,,,
33068,38479,34614,37706,1546,33841,36160,4638,10049,6957,,,2319,773,,,
2661,39915,13305,34593,10644,7983,23949,31932,3823,47898,,,15966,5322,,,
10795,31199,53975,9609,43180,32385,31792,64177,19218,63584,,,64770,21590,,,
4393,532,21965,57109,17572,13179,39537,52716,48855,13711,,,26358,8786,,,
54175,28269,9423,50645,20611,31799,30034,61833,35927,60068,,,63598,42987,,,
57165,7756,24373,24152,32571,40769,56944,32350,48304,48525,,,16175,48967,,,
60501,57796,41053,2157,45915,50777,21605,7019,4314,43210,,,36191,55639,,,
59370,40831,35398,52817,41391,47384,11426,58810,40271,22852,,,29405,53377,,,
56403,61689,20563,14246,29523,38483,50086,23206,28492,34809,,,11603,47443,,,
57115,7006,24123,23502,32371,40619,56494,31750,47004,47625,,,15875,48867,,,
51701,56522,62416,18483,10715,24377,7768,32145,36966,15536,,,48754,38039,,,
13919,12696,4232,50221,55676,41757,59908,36302,35079,54453,,,18151,27838,,,
31313,12154,25839,14891,59889,28576,20365,48941,29782,40730,,,57152,62626,,,
20596,47488,37617,6296,17021,61788,54638,51063,12592,43913,,,58213,41192,,,
29931,56787,18929,62288,54361,24430,7927,32357,59213,15854,,,48860,59862,,,
38816,59336,63354,47067,24538,51085,22529,8251,28771,45058,,,36807,12269,,,
33864,50419,38594,48054,4730,36229,43324,14190,30745,21285,,,7095,2365,,,
12031,49739,60155,25677,48124,36093,42916,13646,51354,20469,,,6823,24062,,,
25840,60785,63837,9105,37997,12157,36471,48628,18210,7579,,,24314,51680,,,
37793,43991,58239,33768,20446,48016,13322,61338,2173,26644,,,30669,10223,,,
49905,29582,53436,60498,3531,18989,56967,10593,55633,48571,,,37978,34447,,,
24638,42755,57827,58842,33189,8551,25653,34204,52321,51306,,,17102,49276,,,
22330,8135,46287,28838,23957,1627,4881,6508,57676,9762,,,3254,44660,,,
8300,59137,41500,42537,33200,24900,9337,34237,19711,18674,,,49800,16600,,,
22814,15395,48707,35130,25893,3079,9237,12316,4897,18474,,,6158,45628,,,
28121,29637,9879,38758,47121,19000,57000,10637,12153,48637,,,38000,56242,,,
47071,52435,39266,23656,57558,10487,31461,41948,47312,62922,,,20974,28779,,,
48758,12377,47701,45587,64306,15548,46644,62192,25811,27925,,,31096,32153,,,
18855,21373,28912,49026,10057,56565,38969,30171,32689,12575,,,47767,37710,,,
50330,35957,55561,660,5231,20264,60792,15693,1320,56221,,,40528,35297,,,
34075,53584,39649,50797,5574,36862,45223,16722,36231,25083,,,8361,2787,,,
49167,18512,49746,50904,579,16775,50325,1737,36445,35287,,,33550,32971,,,
25476,55325,62017,4373,36541,11065,33195,44260,8746,1027,,,22130,50952,,,
39092,63476,64734,50655,25642,51913,25013,11563,35947,50026,,,38463,12821,,,
17077,60066,20022,25912,2945,51231,22967,8835,51824,45934,,,37099,34154,,,
64217,48173,59633,50465,60779,61925,55049,51611,35567,44735,,,58487,63071,,,
59756,46621,37328,57835,42935,48542,14900,63442,50307,29800,,,31721,54149,,,
58976,34921,33428,47695,39815,46202,7880,54082,30027,15760,,,27041,52589,,,
52422,1974,658,27856,13599,26540,14257,40797,55712,28514,,,53080,39481,,,
10089,20609,50445,431,40356,30267,25438,55705,862,50876,,,60534,20178,,,
10863,32219,54315,10493,43452,32589,32404,64993,20986,64808,,,65178,21726,,,
16361,49326,16442,16604,81,49083,16523,243,33208,33046,,,32803,32722,,,
3564,53460,17820,46332,14256,10692,32076,42768,27301,64152,,,21384,7128,,,
38997,62051,64259,49420,25262,51628,24158,10423,33477,48316,,,37893,12631,,,
357,5355,1785,4641,1428,1071,3213,4284,9282,6426,,,2142,714,,,
62832,27398,52708,32460,55239,57770,42584,34991,64920,19805,,,50177,60301,,,
12085,50549,60425,26379,48340,36255,43402,14294,52758,21441,,,7147,24170,,,
35344,7256,45994,1931,10650,40669,56644,31950,3862,47925,,,15975,5325,,,
11059,35159,55295,13041,44236,33177,34168,1982,26082,2973,,,991,22118,,,
50857,43862,58196,7511,7339,21845,172,22017,15022,344,,,43690,36351,,,
61464,6878,45868,14676,49767,53666,30272,18575,29352,60544,,,41969,57565,,,
32769,33994,33119,33819,350,32944,33469,1050,2275,1575,,,525,175,,,
15400,34911,11637,4111,61600,46200,7874,54074,8222,15748,,,27037,30800,,,
30517,214,21859,4543,56705,26188,13201,39389,9086,26402,,,52376,61034,,,
11226,37664,56130,15212,44904,33678,35671,3986,30424,5979,,,1993,22452,,,
14886,27201,9067,62792,59544,44658,3248,47906,60221,6496,,,23953,29772,,,
5416,15877,27080,5045,21664,16248,48744,64992,10090,32125,,,32496,10832,,,
38134,49106,59944,38201,21810,49039,16391,67,11039,32782,,,32715,10905,,,
44558,14740,26701,56350,47506,2948,8844,11792,47337,17688,,,5896,23753,,,
64011,45083,58603,47787,59955,61307,53195,49139,30211,41027,,,57251,62659,,,
23500,25685,52137,44048,28637,5137,15411,20548,22733,30822,,,10274,47000,,,
18131,10513,25292,39614,7161,54393,32453,21483,13865,64906,,,43423,36262,,,
53632,20124,6708,43586,18439,30170,25147,55317,21809,50294,,,60340,41901,,,
26960,12222,4074,23665,42477,15517,46551,62068,47330,27739,,,31034,53920,,,
38824,59456,63394,47171,24570,51109,22601,8347,28979,45202,,,36855,12285,,,
35272,6176,45634,995,10362,40453,55996,31086,1990,46629,,,15543,5181,,,
63750,41168,57298,44394,58911,60524,50846,46007,23425,36329,,,55685,62137,,,
42927,55638,18546,35147,40982,63418,59528,57583,4931,53693,,,61473,20491,,,
38407,53201,61309,41750,22902,49858,18848,3343,18137,37696,,,34353,11451,,,
27243,16467,5489,27344,43609,16366,49098,101,54688,32833,,,32732,54486,,,
23269,22220,50982,41045,27713,4444,13332,17776,16727,26664,,,8888,46538,,,
42838,54303,18101,33990,40626,63151,58727,56515,2617,52091,,,60939,20313,,,
22743,14330,48352,34207,25609,2866,8598,11464,3051,17196,,,5732,45486,,,
15625,38286,12762,7036,62500,46875,9899,56774,14072,19798,,,28387,31250,,,
4754,5947,23770,61802,19016,14262,42786,57048,58241,20209,,,28524,9508,,,
52348,864,288,26894,13303,26318,13591,39909,53788,27182,,,52636,39333,,,
62428,21338,50688,27208,53623,56558,38948,30143,54416,12533,,,47753,59493,,,
6344,29797,31720,17109,25376,19032,57096,10765,34218,48829,,,38064,12688,,,
5373,15232,26865,4486,21492,16119,48357,64476,8972,31351,,,32238,10746,,,
30566,949,22104,5180,56901,26335,13642,39977,10360,27284,,,52670,61132,,,
19850,36298,33887,61961,14037,59550,47924,42111,58559,30485,,,53737,39700,,,
29361,48237,16079,54878,52081,22720,2797,25517,44393,5594,,,45440,58722,,,
3859,57885,19295,50167,15436,11577,34731,46308,34971,4099,,,23154,7718,,,
25554,56495,62407,5387,36853,11299,33897,45196,10774,2431,,,22598,51108,,,
52820,7944,2648,33030,15191,27734,17839,45573,697,35678,,,55468,40277,,,
14774,25521,8507,61336,59096,44322,2240,46562,57309,4480,,,23281,29548,,,
51067,47012,59246,10241,8179,22475,2062,24537,20482,4124,,,44950,36771,,,
33061,38374,34579,37615,1518,33820,36097,4554,9867,6831,,,2277,759,,,
1429,21435,7145,18577,5716,4287,12861,17148,37154,25722,,,8574,2858,,,
55415,46869,15623,1402,25571,35519,41194,11350,2804,17025,,,5675,45467,,,
13953,13206,4402,50663,55812,41859,60214,36710,35963,55065,,,18355,27906,,,
37297,36551,55759,27320,18462,46528,8858,55386,54640,17716,,,27693,9231,,,
27972,27402,9134,36821,46525,18553,55659,8849,8279,45955,,,37106,55944,,,
20847,51253,38872,9559,18025,62541,56897,54075,19118,48431,,,59719,41694,,,
8744,434,43720,48309,34976,26232,13333,39565,31255,26666,,,52464,17488,,,
35595,11021,47249,5194,11654,41422,58903,34962,10388,52443,,,17481,5827,,,
55235,44169,14723,64425,24851,34979,39574,9190,63487,13785,,,4595,45107,,,
47636,60910,42091,31001,59818,12182,36546,48728,62002,7729,,,24364,29909,,,
17472,628,21997,31047,4525,52416,26522,13575,62094,53044,,,39469,34944,,,
3011,45165,15055,39143,12044,9033,27099,36132,12923,54198,,,18066,6022,,,
7032,40117,35160,26053,28128,21096,63288,19021,52106,61213,,,42192,14064,,,
61098,1388,44038,9918,48303,52568,26978,14183,19836,53956,,,39773,56833,,,
33716,48199,37854,46130,4138,35785,41992,12414,26897,18621,,,6207,2069,,,
51346,51197,60641,13868,9295,23312,4573,27885,27736,9146,,,46624,37329,,,
16802,55941,18647,22337,1845,50406,20492,5535,44674,40984,,,35449,33604,,,
15817,41166,13722,9532,63268,47451,11627,59078,19064,23254,,,29539,31634,,,
38546,55286,62004,43557,23458,50275,20099,5011,21751,40198,,,35187,11729,,,
51707,56612,62446,18561,10739,24395,7822,32217,37122,15644,,,48790,38051,,,
14975,28536,9512,63949,59900,44925,4049,48974,62535,8098,,,24487,29950,,,
21080,54748,40037,12588,18957,63240,58994,56871,25176,52625,,,61117,42160,,,
49752,27287,52671,58509,2919,18530,55590,8757,51655,45817,,,37060,34141,,,
63073,31013,53913,35593,56203,58493,44753,37883,5823,24143,,,51623,60783,,,
54501,33159,11053,54883,21915,32777,32968,382,44403,573,,,191,43639,,,
49178,18677,49801,51047,623,16808,50424,1869,36731,35485,,,33616,32993,,,
27412,19002,6334,29541,44285,16873,50619,2129,59082,35875,,,33746,54824,,,
53013,10839,3613,35539,15963,28313,19576,47889,5715,39152,,,56626,40663,,,
48742,12137,47621,45379,64242,15500,46500,62000,25395,27637,,,31000,32121,,,
16039,44496,14832,12418,64156,48117,13625,61742,24836,27250,,,30871,32078,,,
12255,53099,61275,28589,49020,36765,44932,16334,57178,24501,,,8167,24510,,,
65264,63878,64868,64076,64967,65066,64472,64175,62789,63581,,,64769,65165,,,
47939,92,43606,34940,61030,13091,39273,52364,4517,13183,,,26182,30515,,,
5437,16192,27185,5318,21748,16311,48933,65244,10636,32503,,,32622,10874,,,
41830,39183,13061,20886,36594,60127,49655,44419,41772,33947,,,54891,18297,,,
41424,33093,11031,15608,34970,58909,46001,39547,31216,26639,,,52455,17485,,,
35331,7061,45929,1762,10598,40630,56527,31794,3524,47691,,,15897,5299,,,
8771,839,43855,48660,35084,26313,13576,39889,31957,27152,,,52626,17542,,,
40347,16938,5646,1607,30662,55678,36308,26623,3214,7253,,,45993,15331,,,
41868,39753,13251,21380,36746,60241,49997,44875,42760,34631,,,55119,18373,,,
48112,2687,44471,37189,61722,13610,40830,54440,9015,16297,,,27220,30861,,,
35885,15371,48699,8964,12814,42292,61513,38442,17928,57663,,,19221,6407,,,
40912,25413,8471,8952,32922,57373,41393,33403,17904,17423,,,49383,16461,,,
10582,28004,52910,6840,42328,31746,29875,61621,13680,59750,,,63492,21164,,,
32268,26479,30614,27306,63709,31441,28960,60401,54612,57920,,,62882,64536,,,
57950,19531,28298,34357,35711,43124,64009,41770,3351,62655,,,20885,50537,,,
2572,38580,12860,33436,10288,7716,23148,30864,1509,46296,,,15432,5144,,,
60494,57691,41018,2066,45887,50756,21542,6935,4132,43084,,,36149,55625,,,
58138,22351,29238,36801,36463,43688,338,44026,8239,676,,,22013,50913,,,
35660,11996,47574,6039,11914,41617,59488,35742,12078,53613,,,17871,5957,,,
1312,19680,6560,17056,5248,3936,11808,15744,34112,23616,,,7872,2624,,,
34823,64804,43389,60521,8566,39106,51955,25698,55679,38547,,,12849,4283,,,
50089,32342,54356,62890,4267,19541,58623,12801,60417,51883,,,39082,34815,,,
57022,5611,23658,22293,31999,40340,55657,30634,44586,45951,,,15317,48681,,,
35333,7091,45939,1788,10606,40636,56545,31818,3576,47727,,,15909,5303,,,
9123,6119,45615,53236,36492,27369,16744,44113,41109,33488,,,54738,18246,,,
36936,31136,53954,22627,17018,45445,5609,51054,45254,11218,,,25527,8509,,,
29799,54807,18269,60572,53833,24034,6739,30773,55781,13478,,,48068,59598,,,
15584,37671,12557,6503,62336,46752,9530,56282,13006,19060,,,28141,31168,,,
62901,28433,53053,33357,55515,57977,43205,35819,1351,21047,,,50591,60439,,,
24229,36620,55782,53525,31553,7324,21972,29296,41687,43944,,,14648,48458,,,
15709,39546,13182,8128,62836,47127,10655,57782,16256,21310,,,28891,31418,,,
19538,31618,32327,57905,12789,58614,45116,38367,50447,24869,,,51865,39076,,,
39812,8913,2971,60015,28522,54073,31493,20203,54667,62986,,,42783,14261,,,
13071,65339,65355,39197,52284,39213,52276,26126,13031,39189,,,13063,26142,,,
12791,61139,63955,35557,51164,38373,49756,22766,5751,34149,,,11383,25582,,,
28874,40932,13644,48547,50133,21259,63777,19673,31731,62191,,,42518,57748,,,
48873,14102,48276,47082,64766,15893,47679,63572,28801,29995,,,31786,32383,,,
39095,63521,64749,50694,25654,51922,25040,11599,36025,50080,,,38481,12827,,,
17605,2623,22662,32776,5057,52815,27719,15171,189,55438,,,40267,35210,,,
26419,4107,1369,16632,40313,13894,41682,55576,33264,18001,,,27788,52838,,,
8971,3839,44855,51260,35884,26913,15376,42289,37157,30752,,,53826,17942,,,
10184,22034,50920,1666,40736,30552,26293,56845,3332,52586,,,61104,20368,,,
27583,21567,7189,31764,44969,17386,52158,4181,63528,38953,,,34772,55166,,,
17746,4738,23367,34609,5621,53238,28988,16863,3855,57976,,,41113,35492,,,
51235,49532,60086,12425,8851,22979,3574,26553,24850,7148,,,45958,37107,,,
62629,24353,51693,29821,54427,57161,40757,32555,59642,16151,,,48959,59895,,,
41720,37533,12511,19456,36154,59797,48665,43099,38912,31967,,,54231,18077,,,
22064,4145,44957,25380,22893,829,2487,3316,50760,4974,,,1658,44128,,,
26847,10527,3509,22196,42025,15178,45534,60712,44392,25705,,,30356,53694,,,
18936,22588,29317,50079,10381,56808,39698,31143,34795,14033,,,48253,37872,,,
64586,53708,61478,55262,62255,63032,58370,56039,45161,51377,,,60701,63809,,,
59337,40336,35233,52388,41259,47285,11129,58414,39413,22258,,,29207,53311,,,
50595,39932,56886,4105,6291,21059,63177,18873,8210,60991,,,42118,35827,,,
15352,34191,11397,3487,61408,46056,7442,53498,6974,14884,,,26749,30704,,,
22069,4220,44982,25445,22913,844,2532,3376,50890,5064,,,1688,44138,,,
27727,23727,7909,33636,45545,17818,53454,5909,1909,41545,,,35636,55454,,,
43090,58083,19361,37266,41634,63907,60995,59539,9169,56627,,,62451,20817,,,
1732,25980,8660,22516,6928,5196,15588,20784,45032,31176,,,10392,3464,,,
43380,62433,20811,41036,42794,64777,63605,63019,16709,61847,,,64191,21397,,,
52772,7224,2408,32406,14999,27590,17407,44997,64812,34814,,,55180,40181,,,
6326,29527,31630,16875,25304,18978,56934,10549,33750,48505,,,37956,12652,,,
2205,33075,11025,28665,8820,6615,19845,26460,57330,39690,,,13230,4410,,,
61265,3893,44873,12089,48971,53069,28481,16187,24178,56962,,,40775,57167,,,
